"tr_build_id","gh_project_name","NC","nbr_auth","NMF","NLR","NLA","CX","FT","TD","WD","CTM","AX","ACF","BT","openjdk6","openjdk7","oraclejdk7","oraclejdk8","BS3","prev_BS3","BS2","prev_BS2","BS1","prev_BS1","entropy","MysteryGuest","GeneralFixture","AssertionRoulette","IndirectTesting","SensitiveEquality","commit","LongMethod","LongParameterList","ComplexClass","Blob","LazyClass","AntiSingleto","BaseClassShouldBeAbstract","RefusedParentBequest","ManyFieldAttributesButNotComplex","SpaghettiCode","SpeculativeGenerality","LargeClass","gh_build_started_at","old_PB","BC","DLF","exist_test"
30732495,"julianhyde/optiq",1,1,2,92,151,"faible","test+src",5,"Thursday","1",807,"daily","UNKNOWN",1,0,1,1,0,0,0,0,0,0,0.70000567886698,"1","0","1","1","0","a10a8d778bcf6d042fa8637a5d3f34e1466324f3",1,0,0,0,0,0,0,0,0,1,0,0,"2014-07-24 09:14:03",0,0,"more_week_ago",1
30863305,"julianhyde/optiq",1,1,8,91,62,"faible","other",13,"Friday","1",808,"daily","UNKNOWN",1,0,1,1,0,0,0,0,0,0,0.886853091638561,"","","","","","2d6d78c39f211f54d11275cb3c4ab1db4adbed09",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2014-07-25 17:35:35",0,0,"more_week_ago",0
31068673,"julianhyde/optiq",5,19,42,583,1496,"faible","test+src",14,"Monday","1",811,"daily","UNKNOWN",1,0,1,1,0,0,0,0,0,0,0.38278331219301,"1","0","1","1","1","b0aff0df60b4c1f2a3ba70a4e17b86142103b93f",1,1,0,1,1,0,0,0,1,1,0,0,"2014-07-28 18:34:22",0,0,"more_week_ago",1
31070738,"julianhyde/optiq",1,1,1,0,11,"faible","test+other",14,"Monday","1",812,"daily","UNKNOWN",1,0,1,1,0,0,0,0,0,0,0,"","","","","","d861a0887f92caf70b045c4a29cc9960589838e5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2014-07-28 18:56:20",0,0,"more_week_ago",0
31096249,"julianhyde/optiq",1,1,4,82,101,"faible","test+src",20,"Monday","1",812,"daily","UNKNOWN",1,0,1,1,0,0,0,0,0,0,0.883756354520131,"1","0","1","1","0","249b00cb7c50f91f1f3878f0b95296f77b24eb45",1,1,0,0,0,0,0,0,0,1,0,0,"2014-07-29 00:10:08",0,0,"",1
31288789,"julianhyde/optiq",1,1,2,27,56,"faible","test+src",20,"Wednesday","1",814,"daily","UNKNOWN",1,0,1,1,1,0,0,0,1,0,0.969523582822043,"1","0","1","1","0","50914222eb1c4dd210f0f96eb4876dee085bf832",0,0,0,0,0,0,0,0,0,0,0,0,"2014-07-31 00:10:29",0,0,"",1
31374959,"julianhyde/optiq",1,1,3,2,42,"faible","test+src",17,"Thursday","1",815,"daily","UNKNOWN",1,0,1,1,0,1,0,0,0,1,0.802057051448222,"1","0","1","1","0","e4b5fe77abdbe637f7cd87f5c46fc571db87bdb2",0,0,0,0,0,0,0,0,0,0,0,0,"2014-07-31 21:42:28",0,0,"",1
31381392,"julianhyde/optiq",1,1,1028,7367,6412,"faible","test+src+other",19,"Thursday","1",815,"daily","UNKNOWN",1,0,1,1,0,0,0,0,0,0,0.995248530209947,"1","0","1","1","1","bfa3daeeadd4926c6bf5af2b507ba5065359d47f",1,1,0,1,1,0,0,0,1,1,0,0,"2014-07-31 23:09:04",0,0,"",1
31382446,"julianhyde/optiq",1,1,1,0,21,"faible","other",19,"Thursday","1",815,"daily","UNKNOWN",1,0,1,1,0,0,0,0,0,0,0,"","","","","","088236c11bafaba03d7a859cf12e72b734a63adf",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2014-07-31 23:26:58",0,0,"",0
31386864,"julianhyde/optiq",1,1,1,22,62,"faible","other",20,"Thursday","1",815,"daily","UNKNOWN",1,0,1,1,0,0,0,0,0,0,0,"","","","","","c4477eba52a84793f2d33e6dfcdf2ffdf1dc488d",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2014-08-01 00:53:05",0,0,"",0
31389003,"julianhyde/optiq",1,1,8,13,8,"faible","other",21,"Thursday","1",815,"daily","UNKNOWN",1,0,1,1,0,0,0,0,0,0,0.892677236164349,"","","","","","324f8f90bd4c26b801190e158cd82ecc522a3a74",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2014-08-01 01:49:51",0,0,"",0
31456490,"julianhyde/optiq",1,1,2,0,121,"faible","src+other",16,"Friday","1",816,"daily","UNKNOWN",1,0,1,1,0,0,0,0,0,0,0.96377873243665,"","","","","","ab15a72b68a009d889488ea1a16e9819a34dc9c6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2014-08-01 20:13:46",0,0,"",0
31472003,"julianhyde/optiq",1,1,5,59,176,"faible","src+other",20,"Friday","1",816,"daily","UNKNOWN",1,0,1,1,0,0,0,0,0,0,0.725030770360877,"","","","","","d3531d43d05c96180654a627ced844c2279ece41",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2014-08-02 00:43:16",0,0,"",0
31473519,"julianhyde/optiq",1,1,1,1,84,"faible","src",21,"Friday","1",816,"daily","UNKNOWN",1,0,1,1,0,0,0,0,0,0,0,"","","","","","dde3c01336b5267750d46afa629eb234ca299353",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2014-08-02 01:28:10",0,0,"",0
31844178,"julianhyde/optiq",2,19,14,7,1727,"faible","test+src+other",15,"Wednesday","0",194,"other","UNKNOWN",1,0,1,1,0,0,0,0,0,0,0.305083085641298,"1","0","1","1","0","c33e602fa0c215e8a9f426781f9bb445fd9e6e94",0,1,0,0,1,0,0,0,0,1,0,0,"2014-08-06 19:35:51",0,0,"",1
31856189,"julianhyde/optiq",1,1,8,175,250,"faible","other",17,"Wednesday","1",821,"daily","UNKNOWN",1,0,1,1,0,0,0,0,0,0,0.767860214160452,"","","","","","19deba212732d09f4a1f6a58557cf53ac51ad57c",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2014-08-06 21:46:09",0,0,"",0
31960624,"julianhyde/optiq",1,1,2,1,52,"faible","test+src",18,"Thursday","1",822,"daily","UNKNOWN",1,0,1,1,0,0,0,0,0,0,0.905200296956048,"1","0","1","1","0","3b2eeb762cd2b8dcb308473be29da38bac3832cc",0,1,0,0,0,0,0,0,0,1,0,0,"2014-08-07 22:49:04",0,0,"",1
31970603,"julianhyde/optiq",1,1,1,0,42,"faible","test+other",20,"Thursday","1",822,"daily","UNKNOWN",1,0,1,1,0,0,0,0,0,0,0,"","","","","","24cb1fe398b4a33aab3a6853488484bb03ebf85e",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2014-08-08 00:56:01",0,0,"",0
32049455,"julianhyde/optiq",3,19,16,55,425,"faible","test+src+other",16,"Friday","1",823,"daily","UNKNOWN",1,0,1,1,0,1,0,0,0,1,0.393305310711606,"1","0","1","1","1","7c205f0db001f1878556927c8a0bb6ac0735ba56",1,1,0,0,0,0,0,0,1,1,0,0,"2014-08-08 20:40:36",0,0,"",1
32052251,"julianhyde/optiq",1,1,4,32,70,"faible","test+src",17,"Friday","1",823,"daily","UNKNOWN",1,0,1,1,0,0,0,0,0,0,0.482628312320148,"1","0","1","1","0","d8bf47383dac4537ef380ef0e381d91de797e169",0,1,0,0,0,0,0,0,0,1,0,0,"2014-08-08 21:07:53",0,0,"",1
32081736,"julianhyde/optiq",2,19,19,135,472,"faible","test+src+other",5,"Saturday","1",823,"daily","UNKNOWN",1,0,1,1,0,0,0,0,0,0,0.529785875322881,"1","0","1","1","1","201d5917931bb5e2a455ad786a671764bc8b3833",1,1,0,1,0,0,0,0,0,1,0,0,"2014-08-09 09:33:43",0,0,"",1
32255270,"julianhyde/optiq",1,1,19,129,329,"faible","test+src+other",14,"Monday","1",825,"daily","UNKNOWN",1,0,1,1,0,1,0,1,0,1,0.862962597934251,"1","0","1","1","0","5d209a509b6e2ca895626105950906cad154fac9",1,1,0,0,0,0,0,0,0,1,0,0,"2014-08-11 18:06:47",0,0,"",1
32380053,"julianhyde/optiq",1,1,3,31,172,"faible","test+src",17,"Tuesday","1",827,"daily","UNKNOWN",1,0,1,1,0,0,0,0,0,0,0.915192062142976,"1","0","1","1","1","04e44c2cc31c6348833ddf07545476c3d715a0bb",1,1,0,0,0,0,0,0,0,1,0,0,"2014-08-12 21:46:10",0,0,"",1
32381417,"julianhyde/optiq",1,1,34,97,100,"faible","test+src+other",18,"Tuesday","1",827,"daily","UNKNOWN",1,0,1,1,0,0,0,0,0,0,0.858862987696774,"1","0","1","1","1","cb2ad3acec33c4e17c54b9acbae54fbfe500a84d",1,1,0,0,1,0,0,0,1,1,0,0,"2014-08-12 22:06:13",0,0,"",1
32575056,"julianhyde/optiq",1,1,9,71,114,"faible","src",15,"Thursday","1",182,"other","UNKNOWN",1,0,1,1,0,1,0,0,0,1,0.879412499131898,"1","0","1","1","0","111947cd0a7502307507f9e2389e4df13e678844",1,1,0,0,0,0,0,0,0,1,0,0,"2014-08-14 19:44:55",0,0,"",1
32600367,"julianhyde/optiq",1,1,27,115,790,"faible","test+src+other",21,"Thursday","1",829,"daily","UNKNOWN",1,0,1,1,0,1,0,0,0,1,0.754485418015125,"1","0","1","1","0","f25e0d837e8305e460f62bcefd37561526d4cea2",1,1,0,0,1,0,0,0,0,1,0,0,"2014-08-15 01:49:40",0,0,"",1
32656045,"julianhyde/optiq",1,1,1,0,49,"faible","test+other",13,"Friday","0",203,"other","UNKNOWN",1,0,1,1,0,0,0,0,0,0,0,"","","","","","64c9c745f8d85a8f1ec13b993ae4547bd13c710f",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2014-08-15 17:38:12",0,0,"",0
32656187,"julianhyde/optiq",1,1,1,12,0,"faible","other",13,"Friday","1",829,"daily","UNKNOWN",1,0,1,1,1,0,0,0,1,0,0,"","","","","","0ad346f92e1068653b5b66e6febfbd5c8f8c7b71",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2014-08-15 17:40:30",0,0,"",0
32749160,"julianhyde/optiq",1,1,17,491,593,"faible","test+src+other",20,"Saturday","1",831,"daily","UNKNOWN",1,0,1,1,0,1,0,1,0,1,0.59579064753828,"1","0","1","1","0","3055cc32fe752069e0ed45fff0d46081514a2d69",1,1,0,0,0,0,0,0,0,1,0,0,"2014-08-17 00:07:23",0,0,"",1
32824515,"julianhyde/optiq",1,1,1,3,13,"faible","src",1,"Monday","1",832,"daily","UNKNOWN",1,0,1,1,0,0,0,0,0,0,0,"1","0","1","1","0","b2aeee4644a787bf19732dc203a708c5b1a533f9",0,0,0,0,0,0,0,0,0,1,0,0,"2014-08-18 05:23:31",0,0,"",1
32906269,"julianhyde/optiq",2,19,4,11,99,"faible","src+other",18,"Monday","1",833,"daily","UNKNOWN",1,0,1,1,0,0,0,0,0,0,0.294495579894333,"","","","","","d43ec947d2f593ee1ab4ca6650dda10c4b0ce1d5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2014-08-18 22:28:13",0,0,"",0
32909673,"julianhyde/optiq",1,1,7,15,29,"faible","src+other",19,"Monday","1",833,"daily","UNKNOWN",1,0,1,1,0,0,0,0,0,0,0.914342754428323,"","","","","","778a0c5168111661f74d37016902a10241f0a137",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2014-08-18 23:19:12",0,0,"",0
32909948,"julianhyde/optiq",1,1,1,0,1,"faible","other",19,"Monday","1",833,"daily","UNKNOWN",1,0,1,1,0,0,0,0,0,0,0,"","","","","","19d82a9fd92e64ba045428f6b917b5900eb3a172",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2014-08-18 23:22:38",0,0,"",0
32910300,"julianhyde/optiq",1,1,1,0,16,"faible","test+other",19,"Monday","1",833,"daily","UNKNOWN",1,0,1,1,0,0,0,0,0,0,0,"","","","","","880180b445172a3f0a781e1d1065078ac15effe4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2014-08-18 23:29:47",0,0,"",0
32911078,"julianhyde/optiq",2,19,3,7,25,"faible","other",19,"Monday","1",833,"daily","UNKNOWN",1,0,1,1,0,0,0,0,0,0,0,"","","","","","443efb55ed9c1344499e2d2d696e861272591629",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2014-08-18 23:38:26",0,0,"",0
32918207,"julianhyde/optiq",1,1,7,32,88,"faible","test+src+other",21,"Monday","1",833,"daily","UNKNOWN",1,0,1,1,1,0,0,0,1,0,0.876387027364259,"1","0","1","1","1","5737e219de1bf08a8cad0b6b5c5a009e749beaf7",1,1,0,0,0,0,0,0,0,1,0,0,"2014-08-19 01:37:53",0,0,"",1
32918537,"julianhyde/optiq",1,1,1,2,18,"faible","src",21,"Monday","1",833,"daily","UNKNOWN",1,0,1,1,0,0,0,0,0,0,0,"","","","","","b86786ef916a9f1f135d5db79091e8c2202d9073",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2014-08-19 01:44:39",0,0,"",0
32925106,"julianhyde/optiq",3,19,18,32,59,"faible","other",23,"Monday","1",833,"daily","UNKNOWN",1,0,1,1,0,0,0,0,0,0,0.660790502727819,"","","","","","b9928a931540d1efdf637b7d96d0d64e545efc46",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2014-08-19 04:10:04",0,0,"",0
33257566,"julianhyde/optiq",5,19,42,249,238,"faible","test+src+other",3,"Friday","1",836,"daily","UNKNOWN",1,0,1,1,1,0,0,0,1,0,0.177701594602839,"","","","","","58366980450ccd3579b2cf85659ad99312351641",1,0,0,0,0,0,0,0,0,1,0,0,"2014-08-22 07:53:45",0,0,"",0
33259269,"julianhyde/optiq",1,1,6,30,61,"faible","src",3,"Friday","1",190,"other","UNKNOWN",1,0,1,1,1,1,0,0,1,1,0.87588027446194,"","","","","","48bcaddc9a3bf4b5a34a430e927a90efba62b8f6",1,1,0,0,0,0,0,0,0,1,0,0,"2014-08-22 08:07:25",0,0,"",0
33260922,"julianhyde/optiq",1,1,1,0,2,"faible","other",4,"Friday","1",836,"daily","UNKNOWN",1,0,1,1,1,1,1,0,1,1,0,"","","","","","bb3e55c5a910a6d447a9b60bab0de975b6017f2b",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2014-08-22 08:29:36",0,0,"",0
33262564,"julianhyde/optiq",1,1,1,0,1,"faible","test+src",4,"Friday","1",836,"daily","UNKNOWN",1,0,1,1,0,1,0,0,0,1,0,"1","0","1","1","0","c4b0c7b3d3f870f2bc118a73deb0f31d312a076f",0,0,0,0,0,0,0,0,0,0,0,0,"2014-08-22 08:52:30",1,0.1,"less_day",1
33521998,"julianhyde/optiq",1,1,1,0,16,"faible","src",15,"Monday","1",840,"daily","UNKNOWN",1,0,1,1,0,0,0,0,0,0,0,"","","","","","88b7a4a8a99872e37dfb8699e09d298f9e0a48e3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2014-08-25 19:45:06",0,0.1,"week_ago",0
33523532,"julianhyde/optiq",1,1,1,1,126,"faible","src",15,"Monday","1",840,"daily","UNKNOWN",1,0,1,1,0,0,0,0,0,0,0,"","","","","","d241cc8ea414b37583dfad2f45595a3494a08e58",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2014-08-25 19:48:36",0,0.1,"week_ago",0
33638599,"julianhyde/optiq",1,1,3,3,124,"faible","test+src+other",17,"Tuesday","0",214,"other","UNKNOWN",1,0,1,1,0,0,0,0,0,0,0.951306252252445,"1","0","1","1","0","c87a7b83c03f86691f2d591e89940c35748e431a",1,1,0,0,0,0,0,0,0,1,0,0,"2014-08-26 21:42:43",0,0.1,"week_ago",1
33647766,"julianhyde/optiq",1,1,1005,15075,15075,"faible","test+src+other",19,"Tuesday","1",841,"daily","UNKNOWN",1,0,1,1,0,0,0,0,0,0,1.00000000000001,"1","0","1","1","1","aa8a98ffd7b877d141a0f4929982a6a2f97c20e1",1,1,0,1,1,1,0,0,1,1,0,0,"2014-08-26 23:35:47",0,0.1,"week_ago",1
33740818,"julianhyde/optiq",2,19,1009,15077,15131,"faible","test+src+other",17,"Wednesday","1",195,"other","UNKNOWN",1,0,1,1,0,0,0,0,0,0,0.287893858123132,"1","0","1","1","1","582be2a291fd618730c8071b6931d7a8a1da4b30",1,0,0,0,0,0,0,0,0,1,0,0,"2014-08-27 21:17:04",0,0.1,"week_ago",1
33755987,"julianhyde/optiq",3,19,1035,15749,16416,"faible","test+src+other",21,"Wednesday","1",842,"daily","UNKNOWN",1,0,1,1,0,0,0,0,0,0,0.405719542821916,"1","0","1","1","1","793e5c4d234af987809040324177966cee5954aa",1,1,0,0,0,0,0,0,1,1,0,0,"2014-08-28 01:24:38",0,0.1,"week_ago",1
33880495,"julianhyde/optiq",1,1,25,74,1039,"faible","test+src",5,"Friday","1",843,"daily","UNKNOWN",1,0,1,1,0,0,0,0,0,0,0.828870143115873,"1","0","1","1","1","acee9632f113d0523928add6032d3c4c41944624",1,1,0,0,1,0,0,0,0,1,0,1,"2014-08-29 15:53:44",0,0.1,"week_ago",1
33941918,"julianhyde/optiq",1,1,4,25,104,"faible","test+src+other",17,"Friday","0",0,"single","UNKNOWN",1,0,1,1,0,1,0,0,0,1,0.740645198143116,"1","0","1","1","0","e60fa76e207f7a9d8c7bdaf0a5dea951f9b561a5",0,1,0,0,0,0,0,0,0,1,0,0,"2014-08-29 21:33:38",0,0.1,"week_ago",1
33947346,"julianhyde/optiq",1,1,7,72,189,"faible","src",18,"Friday","0",0,"other","UNKNOWN",1,0,1,1,0,0,0,0,0,0,0.67441457680981,"1","0","1","1","0","d30a76bb185169556923fbf6ba621252f56f6ba4",0,1,0,0,0,0,0,0,0,1,0,0,"2014-08-29 22:48:20",0,0.1,"week_ago",1
33948769,"julianhyde/optiq",1,1,2,6,65,"faible","src+other",19,"Friday","1",0,"single","UNKNOWN",1,0,1,1,0,0,0,0,0,0,0.185124760100546,"1","0","1","1","0","97acf7db157d9902db94c7b1e993890260805804",1,0,0,0,0,0,0,0,0,0,0,0,"2014-08-29 23:11:54",0,0,"week_ago",1
34217419,"julianhyde/optiq",2,19,6,65,495,"faible","test+src",14,"Tuesday","1",848,"daily","UNKNOWN",1,0,1,1,0,0,0,0,0,0,0.257474332327365,"1","0","1","1","1","fda19af1337595a60da2af59c5e6055840d26c13",1,1,0,0,0,0,0,0,0,1,0,0,"2014-09-02 18:54:47",0,0,"more_week_ago",1
34220493,"julianhyde/optiq",1,1,1,9,9,"faible","src",14,"Tuesday","1",848,"daily","UNKNOWN",1,0,1,1,0,0,0,0,0,0,0,"1","0","1","1","0","7efed5c365fc8360d52f69385a10ebaae26f6f68",0,0,0,0,0,0,0,0,0,1,0,0,"2014-09-02 19:29:58",0,0,"more_week_ago",1
34229386,"julianhyde/optiq",1,1,1,2,2,"faible","other",17,"Tuesday","1",848,"daily","UNKNOWN",1,0,1,1,0,0,0,0,0,0,0,"","","","","","e18375a9e195e015046db0d49755e4d58c0dcb8c",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2014-09-02 21:09:53",0,0,"more_week_ago",0
34245107,"julianhyde/optiq",1,1,2,25,6,"faible","src",21,"Tuesday","0",4,"other","UNKNOWN",1,0,1,1,0,0,0,0,0,0,0.45868581620054,"1","0","1","1","0","df9b682d0b051474c983cb7845816c76da2fe421",0,1,0,0,0,0,0,0,0,1,0,0,"2014-09-03 01:26:55",0,0,"more_week_ago",1
34319481,"julianhyde/optiq",2,19,6,71,101,"faible","src",14,"Wednesday","0",4,"other","UNKNOWN",1,0,1,1,0,0,0,0,0,0,0.245898165623206,"1","0","1","1","0","e34f7f0f894f3d6d503210f941236bae03c441f2",0,1,0,0,0,0,0,0,0,1,0,0,"2014-09-03 18:43:09",0,0,"more_week_ago",1
34323000,"julianhyde/optiq",1,1,30,463,417,"faible","test+src",15,"Wednesday","1",849,"daily","UNKNOWN",1,0,1,1,0,0,0,0,0,0,0.480752694057581,"1","0","1","1","1","771ec5449a0e8cea1f2a55626b9850b64a5a4937",1,1,0,0,0,1,0,0,0,1,0,0,"2014-09-03 19:21:40",0,0,"more_week_ago",1
34445205,"julianhyde/optiq",1,1,1,0,7,"faible","other",18,"Thursday","1",850,"daily","UNKNOWN",1,0,1,1,0,0,0,0,0,0,0,"","","","","","32e0b6afbf3cc0a146c2131bc16c3f6e3612d309",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2014-09-04 22:55:47",0,0,"more_week_ago",0
34452530,"julianhyde/optiq",1,1,42,200,993,"faible","test+src+other",20,"Thursday","1",850,"daily","UNKNOWN",1,0,1,1,0,0,0,0,0,0,0.840989850012981,"1","0","1","1","1","c3bf95bb539ae78ffba1db82791b660118ca167f",1,1,0,0,0,1,0,0,0,1,0,0,"2014-09-05 01:02:56",0,0,"more_week_ago",1
34467609,"julianhyde/optiq",1,1,3,19,180,"faible","src+other",2,"Friday","1",850,"daily","UNKNOWN",1,0,1,1,0,0,0,0,0,0,0.934353338296066,"","","","","","d63f5d561b99740238b09dcf7587cf81185152c0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2014-09-05 06:40:08",0,0,"more_week_ago",0
34526524,"julianhyde/optiq",1,1,12,144,285,"faible","test+src",15,"Friday","1",851,"daily","UNKNOWN",1,0,1,1,1,0,1,0,1,0,0.660761774227538,"1","0","1","1","1","d62c064f770f38af4e113f8beb95cf4d32373474",1,1,0,0,1,0,0,0,0,1,0,0,"2014-09-05 19:16:14",0,0,"more_week_ago",1
34531461,"julianhyde/optiq",1,1,1,1,14,"faible","src",16,"Friday","1",851,"daily","UNKNOWN",1,0,1,1,1,1,0,1,1,1,0,"1","0","1","1","0","b139ab80b23a74ce940095ef5db029b5aa03714a",0,0,0,0,0,0,0,0,0,0,0,0,"2014-09-05 20:15:46",1,0.1,"less_day",1
34533784,"julianhyde/optiq",1,1,1,5,16,"faible","test+src",16,"Friday","1",851,"daily","UNKNOWN",1,0,1,1,0,1,0,0,0,1,0,"1","0","1","1","0","25c6c0c74f9c335c0736b10d3f6490e15dc24eb8",1,0,0,0,0,0,0,0,0,0,0,0,"2014-09-05 20:43:22",0,0.1,"less_day",1
34545552,"julianhyde/optiq",1,1,5,44,64,"faible","src",19,"Friday","1",851,"daily","UNKNOWN",1,0,1,1,0,0,0,0,0,0,0.845541181879009,"1","0","1","1","0","6fbefcec9c21b67577edad9638d4e8299c4971cc",1,1,0,0,0,0,0,0,0,1,0,0,"2014-09-05 23:18:57",0,0.1,"less_day",1
34968898,"julianhyde/optiq",1,1,2,143,294,"faible","test+src",19,"Wednesday","1",856,"daily","UNKNOWN",1,0,1,1,0,0,0,0,0,0,0.787812609120267,"1","0","1","1","1","fd20d5c41d47377aa0e0f592e409f81f5952ac82",1,0,0,0,0,0,0,0,0,1,0,0,"2014-09-11 00:11:12",0,0.1,"week_ago",1
35040240,"julianhyde/optiq",1,1,3,3,5,"faible","test+src",13,"Thursday","1",856,"daily","UNKNOWN",1,0,1,1,0,0,0,0,0,0,0.946394630357186,"1","0","1","1","1","cc137b5cbb5e0a3630a0fb740b1583b0274f980c",1,1,0,0,0,0,0,0,0,1,0,0,"2014-09-11 17:50:33",0,0.1,"week_ago",1
35048040,"julianhyde/optiq",1,1,1,0,15,"faible","other",15,"Thursday","1",857,"daily","UNKNOWN",1,0,1,1,1,NA,1,NA,1,NA,0,"","","","","","f5a78d58f4f6e44a53d77f377f7025d8215cf9e1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2014-09-11 19:16:36",0,0.1,"week_ago",0
35055918,"julianhyde/optiq",1,1,1,2,1,"faible","other",16,"Thursday","1",857,"daily","UNKNOWN",0,0,1,0,0,1,0,1,0,1,0,"","","","","","26094e22f254c4a1cf1f0e9d3bbeef0b43b537bc",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2014-09-11 20:21:08",1,0.2,"less_day",0
35072040,"julianhyde/optiq",1,1,1,1,5,"faible","src",19,"Thursday","1",857,"daily","UNKNOWN",1,0,1,1,0,0,0,0,0,0,0,"","","","","","fbac0d6a57e75f1f94843bd5376f2aa95d76f4aa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2014-09-11 23:31:57",0,0.1,"week_ago",0
35093658,"julianhyde/optiq",1,1,25,183,536,"faible","test+src+other",3,"Friday","1",857,"daily","UNKNOWN",1,0,1,1,0,1,0,0,0,1,0.75267608497932,"1","0","1","1","1","1d2cb011856d5d7c43cd55df6d0ceb71812ff24e",1,1,0,0,0,0,0,0,0,1,0,0,"2014-09-12 07:33:59",0,0.1,"week_ago",1
35181762,"julianhyde/optiq",1,1,1,3,3,"faible","src",1,"Saturday","0",232,"other","UNKNOWN",1,0,1,1,0,0,0,0,0,0,0,"1","0","1","1","0","a6619edeb265e91c3254a6edd302f483ad4da38c",0,1,0,0,0,0,0,0,0,1,0,0,"2014-09-13 05:05:26",0,0.1,"week_ago",1
35184606,"julianhyde/optiq",1,1,14,179,786,"faible","test+src",3,"Saturday","1",858,"daily","UNKNOWN",1,0,1,1,0,0,0,0,0,0,0.615991378570087,"1","0","1","1","1","0184cc575f3292162b3e39f10449635ece8d2eb5",1,1,0,0,0,0,0,0,1,1,0,1,"2014-09-13 07:07:14",0,0.1,"week_ago",1
35380172,"julianhyde/optiq",1,1,3,2,82,"faible","test+src+other",17,"Monday","0",234,"other","UNKNOWN",1,0,1,1,0,0,0,0,0,0,0.882295164010013,"1","0","1","1","0","d0b284908d1047ac9ef59ff8760d939b144ca607",1,0,0,0,0,0,0,0,0,1,0,0,"2014-09-15 21:45:06",0,0.1,"more_week_ago",1
35384309,"julianhyde/optiq",1,1,1,5,3,"faible","src",18,"Monday","1",861,"daily","UNKNOWN",1,0,1,1,0,0,0,0,0,0,0,"1","0","1","1","0","235e66ccade6399316463cf47821e33a93957cf7",0,0,0,0,0,0,0,0,0,0,0,0,"2014-09-15 22:32:41",0,0,"more_week_ago",1
35399581,"julianhyde/optiq",1,1,13,46,662,"faible","test+src",23,"Monday","1",861,"daily","UNKNOWN",1,0,1,1,0,1,0,0,0,1,0.856300238905551,"1","0","1","1","1","7938e10d53ea9f7f0ebd1217a7ded9523e1613f9",1,1,0,0,0,0,0,0,0,1,0,0,"2014-09-16 03:38:48",0,0,"more_week_ago",1
35476649,"julianhyde/optiq",1,1,2,6,19,"faible","src",17,"Tuesday","1",862,"daily","UNKNOWN",1,0,1,1,0,0,0,0,0,0,0.634309554640566,"","","","","","3148ca34c2b0c89db905ead99d12ecc65e880bef",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2014-09-16 21:17:35",0,0,"more_week_ago",0
35481276,"julianhyde/optiq",1,1,1,0,22,"faible","test+other",18,"Tuesday","1",862,"daily","UNKNOWN",1,0,1,1,0,0,0,0,0,0,0,"","","","","","f7158805013c03f9e0252cb7808c26358a5c111c",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2014-09-16 22:05:18",0,0,"more_week_ago",0
35557326,"julianhyde/optiq",1,1,3,3,28,"faible","test+src+other",13,"Wednesday","0",236,"other","UNKNOWN",1,0,1,1,0,0,0,0,0,0,0.98211519332943,"1","0","1","1","0","3c32deb2bb06dc56ff036419c5f4e7ded61b8eac",0,1,0,0,0,0,0,0,0,1,0,0,"2014-09-17 17:29:12",0,0,"more_week_ago",1
